Reg No,Expenditure Category,Election Period,sum_amount
CC11114,Advertising,2016-2018,442.04
CC11114,Food & Beverages,2016-2018,178.6
CC11114,Other,2016-2018,161.39
CC11114,Office Supplies,2016-2018,722.51
CC11114,Contribution to Community Organization,2016-2018,100
CC11114,Lease/Rent,2016-2018,36
CC11115,Other,2012-2014,100
CC11115,Filing Fee,2012-2014,25
CC11115,Office Supplies,2012-2014,13.79
CC11115,Contribution to Political Party,2012-2014,105
CC11115,Printing,2012-2014,145.53
CC11115,Contribution to Community Organization,2014-2016,205.15
CC11115,Hawaii Election Campaign Fund,2014-2016,5.53
CC11118,Filing Fee,2012-2014,25
CC11118,Bank Charges & Adjustments,2012-2014,16
CC11118,Printing,2012-2014,885.13
CC11118,Vehicle,2012-2014,92.96
CC11118,Advertising,2012-2014,8398.69
CC11119,Filing Fee,2012-2014,25
CC11120,Advertising,2012-2014,125
CC11120,Professional Services,2012-2014,400.86
CC11120,Filing Fee,2012-2014,250
CC11120,Bank Charges & Adjustments,2012-2014,46.8
CC11120,Printing,2012-2014,5712.12
CC11120,Office Supplies,2012-2014,236.78
CC11120,Food & Beverages,2012-2014,1338.02
CC11120,Other,2012-2014,2096.7
CC11120,Postage/Mailing,2012-2014,4569.3
CC11120,Other,2014-2016,72.82
CC11120,Contribution to Political Party,2014-2016,160
CC11120,Bank Charges & Adjustments,2014-2016,105.66
CC11121,Advertising,2012-2014,1116.23
CC11121,Other,2012-2014,0
CC11122,Printing,2012-2014,308.53
CC11122,Hawaii Election Campaign Fund,2012-2014,35
CC11122,Vehicle,2012-2014,44
CC11122,Employee Services,2014-2016,12.43
CC11125,Printing,2012-2014,22.47
CC11125,Other,2012-2014,172.43
CC11125,Filing Fee,2012-2014,75
CC11125,Advertising,2012-2014,2947.91
CC11125,Travel & Lodging,2012-2014,6170.62
CC11125,Food & Beverages,2012-2014,596.65
CC11125,Bank Charges & Adjustments,2012-2014,213.7
CC11125,Travel & Lodging,2014-2016,572.7
CC11125,Other,2014-2016,65.57
CC11125,Food & Beverages,2014-2016,763.57
CC11125,Bank Charges & Adjustments,2014-2016,3.5
CC11126,Travel & Lodging,2012-2014,76.32
CC11126,Lease/Rent,2012-2014,800
CC11126,Candidate Fundraiser Tickets,2012-2014,79.17
CC11126,Office Supplies,2012-2014,91.29
CC11126,Filing Fee,2012-2014,250
CC11126,Postage/Mailing,2012-2014,558.34
CC11126,Professional Services,2012-2014,559.88
CC11126,Printing,2012-2014,6191.72
CC11126,Food & Beverages,2012-2014,5905.54
CC11126,Other,2012-2014,5061.7
CC11126,Advertising,2012-2014,22485.35
CC11126,Printing,2014-2016,682.36
CC11126,"Surveys, Polls & Voter Lists",2014-2016,248.01
CC11126,Candidate Fundraiser Tickets,2014-2016,130
CC11126,Office Supplies,2014-2016,270.82
CC11126,Other,2014-2016,252.72
CC11126,Postage/Mailing,2014-2016,37.7
CC11126,Contribution to Community Organization,2014-2016,90
CC11126,Bank Charges & Adjustments,2014-2016,140
CC11126,Travel & Lodging,2014-2016,198
CC11126,Contribution to Political Party,2014-2016,250
CC11126,Professional Services,2014-2016,900
CC11126,Insurance,2014-2016,456.38
CC11126,Lease/Rent,2014-2016,1000
CC11126,Advertising,2014-2016,11682.84
CC11126,Food & Beverages,2014-2016,4035.01
CC11126,Printing,2016-2018,25
CC11126,Advertising,2016-2018,241.2
CC11126,Food & Beverages,2016-2018,451.98
CC11127,Other,2012-2014,231.84
CC11127,Bank Charges & Adjustments,2012-2014,3
CC11127,Filing Fee,2012-2014,50
CC11127,Office Supplies,2012-2014,103.11
CC11127,Contribution to Political Party,2012-2014,25
CC11127,Advertising,2012-2014,1014.33
CC11127,Travel & Lodging,2012-2014,666.97
CC11127,Professional Services,2012-2014,3500
CC11127,Bank Charges & Adjustments,2014-2016,32
CC11129,Advertising,2012-2014,1725.65
CC11129,Office Supplies,2012-2014,81.38
CC11129,Professional Services,2012-2014,3318.62
CC11129,Bank Charges & Adjustments,2012-2014,312.4
CC11129,Other,2012-2014,124.26
CC11129,Food & Beverages,2012-2014,204.3
CC11129,Printing,2012-2014,9222.91
CC11129,Office Supplies,2014-2016,1.21
CC11129,Professional Services,2014-2016,500
CC11129,Printing,2014-2016,547
CC11129,Food & Beverages,2014-2016,345.37
CC11129,Other,2014-2016,315.58
CC11129,Bank Charges & Adjustments,2014-2016,11.9
CC11130,Advertising,2012-2014,651.53
CC11130,Other,2012-2014,0.82
CC11130,Bank Charges & Adjustments,2012-2014,27.4
CC11130,Contribution to Political Party,2012-2014,84.99
CC11130,Postage/Mailing,2012-2014,6.45
CC11130,Filing Fee,2012-2014,25
CC11131,Printing,2012-2014,2.46
CC11131,"Surveys, Polls & Voter Lists",2012-2014,222.66
CC11131,Filing Fee,2012-2014,25
CC11131,Food & Beverages,2012-2014,73.93
CC11131,Advertising,2012-2014,5580.22
CC11131,Office Supplies,2012-2014,200.17
CC11132,Printing,2012-2014,0.57
CC11132,Advertising,2012-2014,2396.82
CC11132,Filing Fee,2012-2014,750
CC11132,Other,2012-2014,1355.28
CC11133,Filing Fee,2012-2014,75
CC11135,Durable Assets,2012-2014,341.95
CC11135,Contribution to Political Party,2012-2014,50
CC11135,Bank Charges & Adjustments,2012-2014,2
CC11135,Vehicle,2012-2014,16.56
CC11135,Other,2012-2014,53.76
CC11135,Filing Fee,2012-2014,25
CC11135,Lease/Rent,2012-2014,48
CC11135,Food & Beverages,2012-2014,54.57
CC11135,Advertising,2012-2014,2941.53
CC11135,Candidate Fundraiser Tickets,2012-2014,440
CC11136,Advertising,2012-2014,793.75
CC11137,"Surveys, Polls & Voter Lists",2012-2014,399.48
CC11137,Utilities,2012-2014,83.78
CC11137,Office Supplies,2012-2014,30.68
CC11137,Professional Services,2012-2014,340.31
CC11137,Food & Beverages,2012-2014,850.5
CC11137,Advertising,2012-2014,15743.95
CC11137,Postage/Mailing,2012-2014,2939.38
CC11137,Advertising,2014-2016,2676.93
CC11137,Office Supplies,2014-2016,-20.64
CC11137,Bank Charges & Adjustments,2014-2016,200
CC11137,Advertising,2016-2018,-143
CC11138,Office Supplies,2012-2014,113.1
CC11138,Printing,2012-2014,74.88
CC11138,Advertising,2012-2014,500
CC11138,Contribution to Community Organization,2012-2014,140
CC11138,Food & Beverages,2012-2014,136.22
CC11138,Candidate Fundraiser Tickets,2012-2014,50
CC11138,Filing Fee,2012-2014,25
CC11138,Lease/Rent,2012-2014,135
CC11138,Other,2012-2014,2355.73
CC11138,Postage/Mailing,2012-2014,29.4
CC11138,Professional Services,2014-2016,15.63
CC11138,Postage/Mailing,2014-2016,23.5
CC11138,Office Supplies,2014-2016,101.87
CC11138,Other,2014-2016,337.03
CC11138,Food & Beverages,2014-2016,424.57
CC11138,Advertising,2014-2016,1970.12
CC11138,Filing Fee,2014-2016,25
CC11138,Other,2016-2018,110
CC11139,Printing,2012-2014,1939.71
CC11139,Bank Charges & Adjustments,2012-2014,26.43
CC11139,Other,2012-2014,1554.39
CC11139,Postage/Mailing,2012-2014,322.83
CC11139,Professional Services,2012-2014,1186.64
CC11140,Printing,2012-2014,3327.22
CC11140,Bank Charges & Adjustments,2012-2014,131.64
CC11140,Travel & Lodging,2012-2014,225.1
CC11140,Other,2012-2014,372.93
CC11140,Lease/Rent,2012-2014,916.65
CC11140,Postage/Mailing,2012-2014,3256
CC11140,Professional Services,2012-2014,350
CC11140,Food & Beverages,2012-2014,1696.53
CC11140,Advertising,2012-2014,18922.43
CC11140,Bank Charges & Adjustments,2014-2016,300
CC11140,Food & Beverages,2014-2016,1725
CC11140,Other,2014-2016,1079.99
CC11140,Contribution to Community Organization,2014-2016,1948.54
CC11140,Advertising,2014-2016,1348.69
CC11141,Travel & Lodging,2012-2014,40.42
CC11141,Postage/Mailing,2012-2014,22.4
CC11141,Candidate Fundraiser Tickets,2012-2014,175
CC11141,Printing,2012-2014,217.62
CC11141,Food & Beverages,2012-2014,242.27
CC11141,Other,2012-2014,210.3
CC11141,Advertising,2012-2014,4925.53
CC11141,Bank Charges & Adjustments,2012-2014,52.25
CC11141,Contribution to Community Organization,2014-2016,488.86
CC11141,Advertising,2014-2016,135.87
CC11141,Bank Charges & Adjustments,2014-2016,109.89
CC11142,Printing,2012-2014,74.22
CC11142,Advertising,2012-2014,1304.35
CC11142,Filing Fee,2012-2014,25
CC11142,Professional Services,2012-2014,309.96
CC11142,Postage/Mailing,2012-2014,219.7
CC11142,Office Supplies,2012-2014,10.41
CC11142,Other,2012-2014,70.43
CC11142,Bank Charges & Adjustments,2014-2016,61.18
CC11142,Filing Fee,2014-2016,35
CC11142,Travel & Lodging,2014-2016,161
CC11142,Postage/Mailing,2014-2016,103.91
CC11142,Other,2014-2016,149.74
CC11142,Professional Services,2014-2016,244.92
CC11142,Advertising,2014-2016,6540.85
CC11142,Professional Services,2016-2018,74.95
CC11142,Postage/Mailing,2016-2018,6.45
CC11143,Bank Charges & Adjustments,2012-2014,66.72
CC11143,Lease/Rent,2012-2014,25
CC11143,Office Supplies,2012-2014,105.69
CC11143,Professional Services,2012-2014,300
CC11143,Printing,2012-2014,6373.48
CC11143,Postage/Mailing,2012-2014,1987.49
CC11143,Advertising,2012-2014,936.75
CC11143,Food & Beverages,2012-2014,215.4
CC11143,Other,2012-2014,1217.47
CC11144,Filing Fee,2012-2014,25
CC11145,Other,2012-2014,19.35
CC11145,Advertising,2012-2014,468
CC11145,Filing Fee,2012-2014,25
CC11145,Printing,2012-2014,401.93
CC11146,Bank Charges & Adjustments,2012-2014,8.34
CC11146,Office Supplies,2012-2014,12.54
CC11146,Food & Beverages,2012-2014,44
CC11146,Printing,2012-2014,993.56
CC11146,Vehicle,2012-2014,20
CC11146,Advertising,2012-2014,150
CC11146,Postage/Mailing,2012-2014,49
CC11146,Other,2012-2014,25
CC11146,"Surveys, Polls & Voter Lists",2014-2016,255.76
CC11146,Bank Charges & Adjustments,2014-2016,180.9
CC11146,Lease/Rent,2014-2016,362.5
CC11146,Utilities,2014-2016,941.4
CC11146,Vehicle,2014-2016,443.09
CC11146,Professional Services,2014-2016,727.5
CC11146,Travel & Lodging,2014-2016,133.36
CC11146,Postage/Mailing,2014-2016,9509.39
CC11146,Durable Assets,2014-2016,50.24
CC11146,Advertising,2014-2016,7300.2
CC11146,Other,2014-2016,552.44
CC11146,Food & Beverages,2014-2016,2768.11
CC11146,Office Supplies,2014-2016,311.76
CC11146,Printing,2014-2016,7716.7
CC11146,Other,2016-2018,761.35
CC11146,Printing,2016-2018,26.15
CC11146,Bank Charges & Adjustments,2016-2018,39.8
CC11146,Utilities,2016-2018,83.76
CC11146,Travel & Lodging,2016-2018,79.32
CC11146,Vehicle,2016-2018,100
CC11146,Advertising,2016-2018,2097.51
CC11146,Office Supplies,2016-2018,49.13
CC11146,Hawaii Election Campaign Fund,2016-2018,478.95
CC11146,Professional Services,2016-2018,3393.03
CC11146,Food & Beverages,2016-2018,2129.54
CC11147,Other,2012-2014,107.46
CC11147,Filing Fee,2012-2014,250
CC11147,Office Supplies,2012-2014,18.12
CC11147,Printing,2012-2014,2042.11
CC11147,Professional Services,2012-2014,2568.54
CC11148,Filing Fee,2012-2014,25
CC11148,Travel & Lodging,2012-2014,465.62
CC11148,Advertising,2012-2014,1809.36
CC11148,Bank Charges & Adjustments,2014-2016,67.7
CC11149,Other,2012-2014,128.69
CC11149,Bank Charges & Adjustments,2012-2014,107.08
CC11149,Vehicle,2012-2014,63.63
CC11149,Travel & Lodging,2012-2014,136.66
CC11149,Office Supplies,2012-2014,2.28
CC11149,Printing,2012-2014,166.57
CC11149,Advertising,2012-2014,1323.47
CC11149,Candidate Fundraiser Tickets,2012-2014,206.98
CC11149,Food & Beverages,2012-2014,108.24
CC11149,Filing Fee,2012-2014,60
CC11150,Advertising,2012-2014,1274.78
CC11150,Other,2012-2014,1095.9
CC11150,Office Supplies,2012-2014,9.04
CC11150,Postage/Mailing,2012-2014,355.7
CC11150,Printing,2012-2014,1011.38
CC11150,Filing Fee,2014-2016,25
CC11150,Printing,2014-2016,291.45
CC11150,Office Supplies,2014-2016,37.68
CC11150,Other,2014-2016,250
CC11150,Candidate Fundraiser Tickets,2014-2016,249.32
CC11151,Other,2012-2014,50
CC11151,Other,2014-2016,1
CC11152,Bank Charges & Adjustments,2012-2014,2.06
CC11152,Filing Fee,2012-2014,250
CC11152,Advertising,2012-2014,324.31
CC11152,Other,2012-2014,891.4
CC11152,Professional Services,2012-2014,1833.03
CC11152,Printing,2012-2014,3054.2
CC11152,Office Supplies,2012-2014,245.69
CC11153,Bank Charges & Adjustments,2012-2014,91.54
CC11153,Other,2012-2014,164.22
CC11153,Office Supplies,2012-2014,168.06
CC11153,Printing,2012-2014,4738.38
CC11153,Postage/Mailing,2012-2014,1534.41
CC11153,Advertising,2012-2014,4946.94
CC11153,Professional Services,2014-2016,260
CC11153,Contribution to Community Organization,2014-2016,1518.5
CC11153,Bank Charges & Adjustments,2014-2016,44.05
CC11153,Other,2014-2016,250
CC11155,Filing Fee,2012-2014,25
CC11155,Printing,2012-2014,132.89
CC11155,Postage/Mailing,2012-2014,48
CC11155,Office Supplies,2012-2014,72.35
CC11155,Advertising,2012-2014,456.08
CC11156,Advertising,2012-2014,25.21
CC11156,Bank Charges & Adjustments,2012-2014,19.8
CC11156,Printing,2012-2014,786.06
CC11156,Filing Fee,2012-2014,25
CC11156,Professional Services,2012-2014,76.69
CC11156,Bank Charges & Adjustments,2014-2016,4.95
CC11158,Lease/Rent,2012-2014,325
CC11158,Filing Fee,2012-2014,25
CC11158,Travel & Lodging,2012-2014,222
CC11158,Office Supplies,2012-2014,610.55
CC11158,Advertising,2012-2014,1289.09
CC11158,Food & Beverages,2012-2014,2045.64
CC11158,Lease/Rent,2014-2016,102
CC11158,Contribution to Community Organization,2014-2016,4000
CC11158,Other,2014-2016,2000
CC11158,Office Supplies,2014-2016,212.47
CC11158,Food & Beverages,2014-2016,2355.9
CC11158,Food & Beverages,2016-2018,46.24
CC11159,Filing Fee,2012-2014,250
CC11160,Filing Fee,2012-2014,0
CC11160,Vehicle,2012-2014,113.94
CC11162,Filing Fee,2012-2014,250
CC11162,Other,2012-2014,140
CC11162,Advertising,2012-2014,776
CC11163,Filing Fee,2012-2014,25
CC11163,Advertising,2012-2014,516.36
CC11163,Office Supplies,2012-2014,6.24
CC11163,Bank Charges & Adjustments,2014-2016,10
CC11163,Other,2016-2018,9.73
CC11163,Hawaii Election Campaign Fund,2016-2018,66.67
CC11164,Filing Fee,2012-2014,250
CC11164,Food & Beverages,2012-2014,25
CC11164,Vehicle,2012-2014,60
CC11164,Advertising,2012-2014,352.65
CC11164,Professional Services,2012-2014,300
CC11164,Other,2012-2014,423.44
CC11164,Printing,2012-2014,632.42
CC11164,Utilities,2014-2016,420
CC11164,Bank Charges & Adjustments,2014-2016,148.92
CC11165,Advertising,2012-2014,722.07
CC11165,"Surveys, Polls & Voter Lists",2012-2014,28.52
CC11165,Candidate Fundraiser Tickets,2012-2014,58.86
CC11165,Food & Beverages,2012-2014,1777.18
CC11165,Bank Charges & Adjustments,2012-2014,312.62
CC11165,Other,2012-2014,3352.23
CC11165,Office Supplies,2012-2014,234.16
CC11165,Printing,2012-2014,7127.61
CC11165,Bank Charges & Adjustments,2014-2016,77.3
CC11165,Advertising,2014-2016,78.53
CC11166,Filing Fee,2012-2014,250
CC11166,Professional Services,2012-2014,975.69
CC11166,Advertising,2012-2014,13.17
CC11166,Office Supplies,2012-2014,133.09
CC11166,Printing,2012-2014,780.1
CC11166,Other,2012-2014,54.12
CC11166,Other,2014-2016,800
CC11167,Printing,2012-2014,129.99
CC11167,Other,2012-2014,18.16
CC11167,Bank Charges & Adjustments,2014-2016,1.85
CC11169,Filing Fee,2012-2014,25
CC11169,Professional Services,2012-2014,30.6
CC11169,Other,2012-2014,70
CC11169,Food & Beverages,2012-2014,10.24
CC11169,Vehicle,2012-2014,150.31
CC11169,Office Supplies,2012-2014,26.19
CC11169,Printing,2012-2014,207.26
CC11170,Filing Fee,2012-2014,73.5
CC11170,Printing,2012-2014,878.94
CC11170,Advertising,2012-2014,468
CC11171,Printing,2012-2014,56.09
CC11171,Hawaii Election Campaign Fund,2012-2014,25
CC11171,Advertising,2012-2014,878.34
CC11173,Utilities,2012-2014,411.37
CC11173,Advertising,2012-2014,260
CC11175,Hawaii Election Campaign Fund,2012-2014,125
CC11175,Filing Fee,2012-2014,25
CC11175,Professional Services,2012-2014,14.95
CC11175,Advertising,2012-2014,328.12
CC11176,Filing Fee,2012-2014,25
CC11177,Advertising,2012-2014,332.8
CC11177,Other,2012-2014,2130.24
CC11177,Printing,2012-2014,729
CC11177,Food & Beverages,2012-2014,256.06
CC11177,"Surveys, Polls & Voter Lists",2012-2014,12
CC11177,Filing Fee,2012-2014,25
CC11178,Postage/Mailing,2014-2016,229.81
CC11178,Filing Fee,2014-2016,25
CC11178,Office Supplies,2014-2016,95.66
CC11178,Printing,2014-2016,164.64
CC11178,Advertising,2014-2016,119.8
CC11179,Hawaii Election Campaign Fund,2014-2016,250
CC11179,"Surveys, Polls & Voter Lists",2014-2016,300
CC11179,Vehicle,2014-2016,39.54
CC11179,Bank Charges & Adjustments,2014-2016,107.3
CC11179,Professional Services,2014-2016,6504.63
CC11179,Advertising,2014-2016,9367.81
CC11179,Filing Fee,2014-2016,250
CC11179,Utilities,2014-2016,501.59
CC11179,Postage/Mailing,2014-2016,7465.28
CC11179,Office Supplies,2014-2016,843.99
CC11179,Lease/Rent,2014-2016,3134
CC11179,Printing,2014-2016,24796.21
CC11179,Other,2014-2016,4372.37
CC11179,Travel & Lodging,2014-2016,7409.85
CC11179,Food & Beverages,2014-2016,16386.18
CC11179,Bank Charges & Adjustments,2016-2018,50.65
CC11179,Office Supplies,2016-2018,60.71
CC11179,Travel & Lodging,2016-2018,127.51
CC11179,Other,2016-2018,150
CC11179,Postage/Mailing,2016-2018,238
CC11179,Lease/Rent,2016-2018,2426
CC11179,Printing,2016-2018,281.9
CC11179,Utilities,2016-2018,141.33
CC11179,Food & Beverages,2016-2018,1934.09
CC11180,Filing Fee,2014-2016,250
CC11180,Food & Beverages,2014-2016,1500
CC11180,Bank Charges & Adjustments,2014-2016,1419.23
CC11180,Professional Services,2014-2016,2255.01
CC11180,Advertising,2014-2016,5889.7
CC11180,Printing,2014-2016,11527.22
CC11180,Postage/Mailing,2014-2016,8268
CC11180,Other,2014-2016,1510
CC11180,Professional Services,2016-2018,265.29
CC11180,Bank Charges & Adjustments,2016-2018,228.23
CC11181,Durable Assets,2014-2016,343.74
CC11181,Professional Services,2014-2016,270.83
CC11181,Office Supplies,2014-2016,843.45
CC11181,Hawaii Election Campaign Fund,2014-2016,100
CC11181,Postage/Mailing,2014-2016,10297.12
CC11181,Bank Charges & Adjustments,2014-2016,675.58
CC11181,"Surveys, Polls & Voter Lists",2014-2016,100
CC11181,Insurance,2014-2016,450
CC11181,Printing,2014-2016,7890.96
CC11181,Travel & Lodging,2014-2016,1366.8
CC11181,Food & Beverages,2014-2016,31132.47
CC11181,Candidate Fundraiser Tickets,2014-2016,300
CC11181,Advertising,2014-2016,32217.77
CC11181,Other,2014-2016,41215.8
CC11181,Lease/Rent,2014-2016,2999.83
CC11182,Professional Services,2014-2016,1932
CC11182,Insurance,2014-2016,176
CC11182,Contribution to Political Party,2014-2016,100
CC11182,Durable Assets,2014-2016,2774.16
CC11182,Printing,2014-2016,1370.32
CC11182,Bank Charges & Adjustments,2014-2016,11.8
CC11182,Contribution to Community Organization,2014-2016,1979
CC11182,Travel & Lodging,2014-2016,125
CC11182,Lease/Rent,2014-2016,3026.46
CC11182,Postage/Mailing,2014-2016,730.86
CC11182,Office Supplies,2014-2016,506.71
CC11182,Utilities,2014-2016,602.38
CC11182,Advertising,2014-2016,9858.96
CC11182,Candidate Fundraiser Tickets,2014-2016,625
CC11182,Other,2014-2016,6266.17
CC11182,Food & Beverages,2014-2016,2676.7
CC11182,Food & Beverages,2016-2018,49.28
CC11182,Bank Charges & Adjustments,2016-2018,50
CC11182,Utilities,2016-2018,175
CC11182,Hawaii Election Campaign Fund,2016-2018,775
CC11182,Other,2016-2018,267.1
CC11182,Contribution to Community Organization,2016-2018,250
CC11183,Advertising,2014-2016,1339
CC11184,Candidate Fundraiser Tickets,2014-2016,41.88
CC11184,Other,2014-2016,950
CC11184,Filing Fee,2014-2016,250
CC11184,"Surveys, Polls & Voter Lists",2014-2016,326.18
CC11184,Postage/Mailing,2014-2016,5475
CC11184,Office Supplies,2014-2016,90.74
CC11184,Bank Charges & Adjustments,2014-2016,102.75
CC11184,Printing,2014-2016,16839.13
CC11184,Professional Services,2014-2016,2418
CC11184,Food & Beverages,2014-2016,3254.33
CC11184,Food & Beverages,2016-2018,1295.79
CC11184,Bank Charges & Adjustments,2016-2018,106.6
CC11185,Candidate Fundraiser Tickets,2014-2016,150
CC11185,Travel & Lodging,2014-2016,915.54
CC11185,Taxes,2014-2016,20
CC11185,Filing Fee,2014-2016,965
CC11185,Postage/Mailing,2014-2016,2523.08
CC11185,Insurance,2014-2016,355
CC11185,Lease/Rent,2014-2016,1895.42
CC11185,Office Supplies,2014-2016,2686.78
CC11185,Civic or Community Group Membership,2014-2016,50
CC11185,Printing,2014-2016,47314.97
CC11185,Food & Beverages,2014-2016,22867.17
CC11185,Contribution to Community Organization,2014-2016,742.92
CC11185,Professional Services,2014-2016,1181.28
CC11185,Bank Charges & Adjustments,2014-2016,104.92
