Reg No,Expenditure Category,Election Period,Amount
CC11179,"Vehicle, Gas & Parking",2016-2018,290.25
CC11179,"Bank Charges, Merchant Fees & Adjustments",2016-2018,119.65
CC11179,"Filing Fee, Escheat, Fine",2016-2018,250.00
CC11179,"Contract, Employee & Professional Services",2016-2018,335.08
CC11179,Office Supplies,2018-2020,1725.50
CC11179,Hawaii Election Campaign Fund,2018-2020,375.00
CC11179,"Filing Fee, Escheat, Fine",2018-2020,750.00
CC11179,"Bank Charges, Merchant Fees & Adjustments",2018-2020,514.92
CC11179,Campaign Headquarters,2018-2020,1453.66
CC11179,Events & Activities,2018-2020,225.00
CC11179,Employee/Volunteer Gifts,2018-2020,370.00
CC11179,Durable Assets (Supplies/Equipment),2018-2020,356.00
CC11179,Donations,2018-2020,2630.00
CC11179,"Vehicle, Gas & Parking",2018-2020,238.65
CC11179,Travel & Lodging,2018-2020,6369.08
CC11179,Refund,2018-2020,1950.00
CC11179,Other,2018-2020,6013.14
CC11179,"Printing, Postage, Mailing & Freight",2018-2020,31557.02
CC11179,Membership & Subscription Fees,2018-2020,14.99
CC11179,Postage/Mailing,2018-2020,290.04
CC11179,"Advertising, Media & Collateral Materials",2018-2020,19606.93
CC11179,Food & Beverages,2018-2020,6301.97
CC11179,"Contract, Employee & Professional Services",2018-2020,7120.42
CC11179,Donations,2020-2022,427.06
CC11179,Membership & Subscription Fees,2020-2022,14.99
CC11179,"Contract, Employee & Professional Services",2020-2022,1790.58
CC11179,"Bank Charges, Merchant Fees & Adjustments",2020-2022,89.00
CC11179,Employee/Volunteer Gifts,2020-2022,488.29
CC11179,"Printing, Postage, Mailing & Freight",2020-2022,520.26
CC11179,Travel & Lodging,2020-2022,137.86
CC11179,Office Supplies,2020-2022,291.91
CC11179,Events & Activities,2020-2022,215.00
CC11179,Food & Beverages,2020-2022,3132.53
CC11180,"Filing Fee, Escheat, Fine",2014-2016,250.00
CC11180,"Advertising, Media & Collateral Materials",2014-2016,5889.70
CC11180,"Printing, Postage, Mailing & Freight",2014-2016,11527.22
CC11180,"Contract, Employee & Professional Services",2014-2016,2255.01
CC11180,"Bank Charges, Merchant Fees & Adjustments",2014-2016,1419.23
CC11180,Other,2014-2016,1510.00
CC11180,Food & Beverages,2014-2016,1500.00
CC11180,Postage/Mailing,2014-2016,8268.00
CC11180,Other,2016-2018,250.00
CC11180,"Bank Charges, Merchant Fees & Adjustments",2016-2018,278.18
CC11180,"Contract, Employee & Professional Services",2016-2018,451.33
CC11181,Hawaii Election Campaign Fund,2014-2016,100.00
CC11181,Travel & Lodging,2014-2016,1366.80
CC11181,Office Supplies,2014-2016,843.45
CC11181,Postage/Mailing,2014-2016,10297.12
CC11181,Other,2014-2016,41215.80
CC11181,"Bank Charges, Merchant Fees & Adjustments",2014-2016,675.58
CC11181,Food & Beverages,2014-2016,31132.47
CC11181,Candidate Fundraiser Tickets,2014-2016,300.00
CC11181,"Surveys, Polls, Research & Voter Lists",2014-2016,100.00
CC11181,"Printing, Postage, Mailing & Freight",2014-2016,7890.96
CC11181,Campaign Headquarters,2014-2016,2999.83
CC11181,Insurance,2014-2016,450.00
CC11181,Durable Assets (Supplies/Equipment),2014-2016,343.74
CC11181,"Contract, Employee & Professional Services",2014-2016,270.83
CC11181,"Advertising, Media & Collateral Materials",2014-2016,32217.77
CC11181,Hawaii Election Campaign Fund,2016-2018,184.88
CC11181,Donations,2016-2018,4000.00
CC11182,Insurance,2014-2016,176.00
CC11182,"Printing, Postage, Mailing & Freight",2014-2016,1370.32
CC11182,Other,2014-2016,6266.17
CC11182,Office Supplies,2014-2016,506.71
CC11182,Utilities,2014-2016,602.38
CC11182,"Contract, Employee & Professional Services",2014-2016,1932.00
CC11182,Postage/Mailing,2014-2016,730.86
CC11182,Food & Beverages,2014-2016,2676.70
CC11182,Durable Assets (Supplies/Equipment),2014-2016,2774.16
CC11182,"Bank Charges, Merchant Fees & Adjustments",2014-2016,11.80
CC11182,Donations,2014-2016,1979.00
CC11182,Campaign Headquarters,2014-2016,3026.46
CC11182,Travel & Lodging,2014-2016,125.00
CC11182,"Advertising, Media & Collateral Materials",2014-2016,9858.96
CC11182,Candidate Fundraiser Tickets,2014-2016,625.00
CC11182,Contribution to Political Party,2014-2016,100.00
CC11182,Food & Beverages,2016-2018,49.28
CC11182,Donations,2016-2018,250.00
CC11182,"Bank Charges, Merchant Fees & Adjustments",2016-2018,50.00
CC11182,Hawaii Election Campaign Fund,2016-2018,775.00
CC11182,Utilities,2016-2018,200.00
CC11182,Other,2016-2018,1362.16
CC11183,"Advertising, Media & Collateral Materials",2012-2016,1339.00
CC11184,"Filing Fee, Escheat, Fine",2014-2016,250.00
CC11184,"Bank Charges, Merchant Fees & Adjustments",2014-2016,102.75
CC11184,"Contract, Employee & Professional Services",2014-2016,2418.00
CC11184,Other,2014-2016,950.00
CC11184,"Surveys, Polls, Research & Voter Lists",2014-2016,326.18
CC11184,Office Supplies,2014-2016,90.74
CC11184,Food & Beverages,2014-2016,3254.33
CC11184,Candidate Fundraiser Tickets,2014-2016,41.88
CC11184,Postage/Mailing,2014-2016,5475.00
CC11184,"Printing, Postage, Mailing & Freight",2014-2016,16839.13
CC11184,Food & Beverages,2016-2018,2464.90
CC11184,"Advertising, Media & Collateral Materials",2016-2018,1654.86
CC11184,Contribution to Political Party,2016-2018,260.00
CC11184,"Contract, Employee & Professional Services",2016-2018,15.15
CC11184,"Bank Charges, Merchant Fees & Adjustments",2016-2018,237.85
CC11184,Office Supplies,2016-2018,449.05
CC11184,"Filing Fee, Escheat, Fine",2016-2018,70.50
CC11184,Campaign Headquarters,2016-2018,1860.37
CC11184,Donations,2016-2018,286.85
CC11184,Other,2016-2018,752.38
CC11184,"Printing, Postage, Mailing & Freight",2016-2018,2832.55
CC11184,"Surveys, Polls, Research & Voter Lists",2018-2020,1013.83
CC11184,"Filing Fee, Escheat, Fine",2018-2020,13.50
CC11184,Donations,2018-2020,1338.13
CC11184,Office Supplies,2018-2020,2812.81
CC11184,"Bank Charges, Merchant Fees & Adjustments",2018-2020,242.00
CC11184,"Advertising, Media & Collateral Materials",2018-2020,25353.32
CC11184,Other,2018-2020,586.43
CC11184,Candidate Fundraiser Tickets,2018-2020,7500.00
CC11184,Food & Beverages,2018-2020,3821.42
CC11184,Travel & Lodging,2018-2020,2178.09
CC11184,"Printing, Postage, Mailing & Freight",2018-2020,7005.18
CC11184,"Advertising, Media & Collateral Materials",2020-2022,1619.78
CC11184,"Bank Charges, Merchant Fees & Adjustments",2020-2022,5.60
CC11184,"Surveys, Polls, Research & Voter Lists",2020-2022,299.71
CC11184,Office Supplies,2020-2022,302.33
CC11185,Candidate Fundraiser Tickets,2014-2016,150.00
CC11185,"Printing, Postage, Mailing & Freight",2014-2016,47314.97
CC11185,"Filing Fee, Escheat, Fine",2014-2016,965.00
CC11185,Insurance,2014-2016,355.00
CC11185,Other,2014-2016,24113.34
CC11185,Office Supplies,2014-2016,2686.78
CC11185,Postage/Mailing,2014-2016,2523.08
CC11185,Campaign Headquarters,2014-2016,1895.42
CC11185,Donations,2014-2016,742.92
CC11185,Travel & Lodging,2014-2016,915.54
CC11185,"Contract, Employee & Professional Services",2014-2016,1181.28
CC11185,Food & Beverages,2014-2016,22867.17
CC11185,Membership & Subscription Fees,2014-2016,50.00
CC11185,"Advertising, Media & Collateral Materials",2014-2016,40990.83
CC11185,Taxes & Insurance,2014-2016,20.00
CC11185,"Bank Charges, Merchant Fees & Adjustments",2014-2016,104.92
CC11185,Food & Beverages,2016-2018,19975.17
CC11185,"Contract, Employee & Professional Services",2016-2018,757.71
CC11185,"Bank Charges, Merchant Fees & Adjustments",2016-2018,53.45
CC11185,"Filing Fee, Escheat, Fine",2016-2018,25.00
CC11185,Other,2016-2018,10047.01
CC11185,"Printing, Postage, Mailing & Freight",2016-2018,13073.81
CC11185,Donations,2016-2018,1087.73
CC11185,Postage/Mailing,2016-2018,10301.52
CC11185,Hawaii Election Campaign Fund,2016-2018,500.00
CC11185,Travel & Lodging,2016-2018,193.00
CC11185,Campaign Headquarters,2016-2018,2757.50
CC11185,"Advertising, Media & Collateral Materials",2016-2018,8300.99
CC11185,Office Supplies,2016-2018,550.04
CC11185,Office Supplies,2018-2020,2508.08
CC11185,Donations,2018-2020,3243.33
CC11185,Contribution to Political Party,2018-2020,2175.00
CC11185,Food & Beverages,2018-2020,5906.54
CC11185,"Bank Charges, Merchant Fees & Adjustments",2018-2020,80.85
CC11185,"Advertising, Media & Collateral Materials",2018-2020,11889.99
CC11185,"Printing, Postage, Mailing & Freight",2018-2020,1937.65
CC11185,Other,2018-2020,-306.39
CC11185,"Filing Fee, Escheat, Fine",2018-2020,-73.00
CC11185,Events & Activities,2018-2020,160.16
CC11185,"Contract, Employee & Professional Services",2018-2020,400.00
CC11185,Campaign Headquarters,2018-2020,4573.06
CC11185,"Filing Fee, Escheat, Fine",2020-2022,250.00
CC11185,Office Supplies,2020-2022,444.60
CC11185,"Advertising, Media & Collateral Materials",2020-2022,2574.19
CC11185,Donations,2020-2022,269.99
CC11185,Campaign Headquarters,2020-2022,1490.58
CC11185,"Surveys, Polls, Research & Voter Lists",2020-2022,100.00
CC11185,"Printing, Postage, Mailing & Freight",2020-2022,462.00
CC11186,"Surveys, Polls, Research & Voter Lists",2012-2016,340.00
CC11186,"Filing Fee, Escheat, Fine",2012-2016,250.00
CC11186,Food & Beverages,2012-2016,2684.08
CC11186,Other,2012-2016,130.00
CC11186,Durable Assets (Supplies/Equipment),2012-2016,570.68
CC11186,Office Supplies,2012-2016,117.96
CC11186,"Advertising, Media & Collateral Materials",2012-2016,315.36
CC11186,"Bank Charges, Merchant Fees & Adjustments",2012-2016,132.01
CC11186,"Printing, Postage, Mailing & Freight",2012-2016,2182.67
CC11186,"Contract, Employee & Professional Services",2012-2016,934.42
CC11186,Campaign Headquarters,2012-2016,158.33
CC11186,Donations,2012-2016,680.00
CC11186,Postage/Mailing,2012-2016,730.06
CC11186,"Advertising, Media & Collateral Materials",2016-2020,134.73
CC11186,Food & Beverages,2016-2020,23.53
CC11187,Candidate Fundraiser Tickets,2014-2016,100.00
CC11187,Other,2014-2016,528.71
CC11187,Office Supplies,2014-2016,742.55
CC11187,Contribution to Political Party,2014-2016,500.00
CC11187,"Filing Fee, Escheat, Fine",2014-2016,25.00
CC11187,Campaign Headquarters,2014-2016,105.00
CC11187,Membership & Subscription Fees,2014-2016,25.00
CC11187,Hawaii Election Campaign Fund,2014-2016,300.00
CC11187,"Contract, Employee & Professional Services",2014-2016,105.02
CC11187,"Vehicle, Gas & Parking",2014-2016,65.00
CC11187,"Advertising, Media & Collateral Materials",2014-2016,8366.18
CC11187,Food & Beverages,2014-2016,2786.36
CC11187,Travel & Lodging,2014-2016,5.25
CC11187,"Bank Charges, Merchant Fees & Adjustments",2014-2016,49.00
CC11187,"Printing, Postage, Mailing & Freight",2014-2016,503.44
CC11187,Postage/Mailing,2014-2016,4387.95
CC11187,"Advertising, Media & Collateral Materials",2016-2018,671.34
CC11187,"Surveys, Polls, Research & Voter Lists",2016-2018,86.15
CC11187,Office Supplies,2016-2018,39.77
CC11187,"Vehicle, Gas & Parking",2016-2018,132.34
CC11187,Postage/Mailing,2016-2018,43.00
CC11187,"Bank Charges, Merchant Fees & Adjustments",2016-2018,66.24
CC11187,Food & Beverages,2016-2018,256.45
CC11187,Travel & Lodging,2016-2018,230.47
CC11187,Other,2016-2018,145.42
CC11187,Food & Beverages,2018-2022,1.77
CC11187,"Bank Charges, Merchant Fees & Adjustments",2018-2022,26.00
CC11188,"Vehicle, Gas & Parking",2014-2016,4847.56
CC11188,"Printing, Postage, Mailing & Freight",2014-2016,9003.37
CC11188,"Advertising, Media & Collateral Materials",2014-2016,12120.62
CC11188,Other,2014-2016,2994.85
CC11188,"Filing Fee, Escheat, Fine",2014-2016,250.00
CC11188,Travel & Lodging,2014-2016,179.00
CC11188,Food & Beverages,2014-2016,1009.11
CC11188,Office Supplies,2014-2016,93.74
CC11188,Contribution to Political Party,2014-2016,360.00
CC11188,"Bank Charges, Merchant Fees & Adjustments",2014-2016,432.52
CC11188,"Surveys, Polls, Research & Voter Lists",2014-2016,300.00
CC11188,Postage/Mailing,2014-2016,8334.06
CC11188,Campaign Headquarters,2014-2016,900.00
CC11188,"Contract, Employee & Professional Services",2014-2016,3559.78
CC11188,Campaign Headquarters,2016-2018,625.00
CC11188,Other,2016-2018,1685.92
CC11188,"Filing Fee, Escheat, Fine",2016-2018,250.00
CC11188,"Printing, Postage, Mailing & Freight",2016-2018,4952.87
CC11188,Food & Beverages,2016-2018,2182.85
CC11188,"Vehicle, Gas & Parking",2016-2018,7445.50
CC11188,"Bank Charges, Merchant Fees & Adjustments",2016-2018,1378.96
CC11188,Contribution to Political Party,2016-2018,720.00
CC11188,"Surveys, Polls, Research & Voter Lists",2016-2018,4400.00
CC11188,Membership & Subscription Fees,2016-2018,430.00
CC11188,Hawaii Election Campaign Fund,2016-2018,83.33
CC11188,Office Supplies,2016-2018,60.36
CC11188,Postage/Mailing,2016-2018,2437.65
CC11188,"Contract, Employee & Professional Services",2016-2018,9326.78
CC11188,"Advertising, Media & Collateral Materials",2016-2018,17499.51
CC11188,"Advertising, Media & Collateral Materials",2018-2020,758.12
CC11188,"Contract, Employee & Professional Services",2018-2020,2929.97
CC11188,Food & Beverages,2018-2020,83.11
CC11188,Travel & Lodging,2018-2020,1222.86
CC11188,Donations,2018-2020,100.00
CC11188,Other,2018-2020,428.67
CC11188,"Printing, Postage, Mailing & Freight",2018-2020,4653.32
CC11188,"Bank Charges, Merchant Fees & Adjustments",2018-2020,847.15
CC11188,"Surveys, Polls, Research & Voter Lists",2018-2020,1172.15
CC11188,"Vehicle, Gas & Parking",2018-2020,3675.97
CC11188,Membership & Subscription Fees,2018-2020,1595.24
CC11188,Contribution to Political Party,2018-2020,390.00
CC11188,"Filing Fee, Escheat, Fine",2018-2020,250.00
CC11188,Contribution to Political Party,2020-2022,21.00
CC11188,"Vehicle, Gas & Parking",2020-2022,1052.68
CC11188,"Bank Charges, Merchant Fees & Adjustments",2020-2022,77.50
CC11188,Donations,2020-2022,100.00
CC11188,Travel & Lodging,2020-2022,385.50
CC11188,Food & Beverages,2020-2022,489.99
CC11188,Employee/Volunteer Gifts,2020-2022,200.00
CC11188,"Surveys, Polls, Research & Voter Lists",2020-2022,342.12
CC11189,Campaign Headquarters,2012-2016,627.08
CC11189,"Contract, Employee & Professional Services",2012-2016,100.00
CC11189,Office Supplies,2012-2016,29.99
CC11189,"Bank Charges, Merchant Fees & Adjustments",2012-2016,81.11
CC11189,Candidate Fundraiser Tickets,2012-2016,100.00
CC11189,"Surveys, Polls, Research & Voter Lists",2012-2016,50.00
CC11189,"Advertising, Media & Collateral Materials",2012-2016,38866.44
CC11189,Donations,2012-2016,100.00
CC11189,Food & Beverages,2012-2016,3185.86
CC11189,Hawaii Election Campaign Fund,2012-2016,14.16
CC11189,Employee Services,2012-2016,150.00
CC11189,Other,2012-2016,55.84
CC11189,"Printing, Postage, Mailing & Freight",2012-2016,175.00
CC11189,Postage/Mailing,2012-2016,1546.61
CC11189,Hawaii Election Campaign Fund,2016-2020,4.91
CC11189,"Advertising, Media & Collateral Materials",2016-2020,52.98
CC11190,"Vehicle, Gas & Parking",2014-2016,248.10
CC11190,Insurance,2014-2016,1042.12
CC11190,Donations,2014-2016,3991.46
CC11190,Office Supplies,2014-2016,1204.43
CC11190,Campaign Headquarters,2014-2016,10280.53
CC11190,Contribution to Political Party,2014-2016,700.00
CC11190,"Advertising, Media & Collateral Materials",2014-2016,26417.74
CC11190,Candidate Fundraiser Tickets,2014-2016,152.30
CC11190,Travel & Lodging,2014-2016,1061.96
CC11190,Other,2014-2016,13647.29
CC11190,"Printing, Postage, Mailing & Freight",2014-2016,8605.72
CC11190,Postage/Mailing,2014-2016,14150.92
CC11190,Food & Beverages,2014-2016,12401.82
CC11190,"Contract, Employee & Professional Services",2014-2016,7554.24
CC11190,Other,2016-2018,156.79
CC11190,"Contract, Employee & Professional Services",2016-2018,53.65
CC11190,"Advertising, Media & Collateral Materials",2016-2018,2467.92
CC11190,Food & Beverages,2016-2018,172.52
CC11192,Postage/Mailing,2014-2016,111.66
CC11192,"Printing, Postage, Mailing & Freight",2014-2016,5074.82
CC11192,Utilities,2014-2016,1154.93
CC11192,Hawaii Election Campaign Fund,2014-2016,26.00
CC11192,"Surveys, Polls, Research & Voter Lists",2014-2016,371.25
CC11192,Travel & Lodging,2014-2016,734.51
CC11192,"Contract, Employee & Professional Services",2014-2016,17332.69
CC11192,Office Supplies,2014-2016,3239.31
CC11192,"Filing Fee, Escheat, Fine",2014-2016,262.00
CC11192,Food & Beverages,2014-2016,14627.39
CC11192,"Bank Charges, Merchant Fees & Adjustments",2014-2016,53.50
CC11192,"Advertising, Media & Collateral Materials",2014-2016,30158.57
CC11192,Other,2014-2016,23576.87
CC11192,Campaign Headquarters,2014-2016,1981.70
CC11192,Insurance,2014-2016,782.76
CC11193,"Contract, Employee & Professional Services",2014-2016,3350.00
CC11193,"Printing, Postage, Mailing & Freight",2014-2016,12021.44
CC11193,Food & Beverages,2014-2016,8168.73
CC11193,Office Supplies,2014-2016,904.80
CC11193,"Filing Fee, Escheat, Fine",2014-2016,250.00
CC11193,Donations,2014-2016,237.50
CC11193,Other,2014-2016,1975.42
CC11193,"Advertising, Media & Collateral Materials",2014-2016,17466.97
CC11193,"Bank Charges, Merchant Fees & Adjustments",2014-2016,27.50
CC11193,Campaign Headquarters,2014-2016,1675.00
CC11193,Postage/Mailing,2014-2016,12582.66
CC11193,Office Supplies,2016-2018,29.28
CC11193,"Advertising, Media & Collateral Materials",2016-2018,4592.46
CC11193,"Printing, Postage, Mailing & Freight",2016-2018,465.46
CC11193,Postage/Mailing,2016-2018,245.00
CC11193,Other,2016-2018,1213.07
CC11193,Membership & Subscription Fees,2018-2020,905.68
CC11193,"Printing, Postage, Mailing & Freight",2018-2020,14250.57
CC11193,Donations,2018-2020,1200.00
CC11193,Office Supplies,2018-2020,404.75
CC11193,"Contract, Employee & Professional Services",2018-2020,6000.00
CC11193,Employee/Volunteer Gifts,2018-2020,156.26
CC11193,Events & Activities,2018-2020,396.30
CC11193,Durable Assets (Supplies/Equipment),2018-2020,1154.74
CC11193,"Advertising, Media & Collateral Materials",2018-2020,8797.23
CC11193,Other,2018-2020,730.16
CC11193,"Filing Fee, Escheat, Fine",2018-2020,500.00
CC11193,Food & Beverages,2018-2020,5646.45
CC11193,Office Supplies,2020-2022,123.29
CC11193,Food & Beverages,2020-2022,17.89
CC11193,Membership & Subscription Fees,2020-2022,156.36
CC11194,Postage/Mailing,2012-2016,363.20
CC11194,"Bank Charges, Merchant Fees & Adjustments",2012-2016,95.38
CC11194,"Filing Fee, Escheat, Fine",2012-2016,50.88
CC11194,Donations,2012-2016,25.00
CC11194,Campaign Headquarters,2012-2016,600.25
CC11194,Travel & Lodging,2012-2016,308.40
CC11194,Other,2012-2016,1061.57
CC11194,"Printing, Postage, Mailing & Freight",2012-2016,2266.97
CC11194,Food & Beverages,2012-2016,1029.16
CC11194,"Contract, Employee & Professional Services",2012-2016,375.00
CC11194,"Advertising, Media & Collateral Materials",2012-2016,22968.44
CC11194,"Surveys, Polls, Research & Voter Lists",2012-2016,100.00
CC11194,Office Supplies,2012-2016,32.54
CC11194,Contribution to Political Party,2012-2016,100.00
CC11195,Hawaii Election Campaign Fund,2014-2018,2383.33
CC11195,Campaign Headquarters,2014-2018,1617.78
CC11195,"Contract, Employee & Professional Services",2014-2018,12739.55
CC11195,"Surveys, Polls, Research & Voter Lists",2014-2018,1755.78
CC11195,Donations,2014-2018,3378.12
CC11195,Postage/Mailing,2014-2018,467.26
CC11195,Durable Assets (Supplies/Equipment),2014-2018,1208.34
